# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-t" "CDS" "-g" "locus_tag" "--countReadPairs" "-a" "results/00_REFERENCE/bakta/reference_filtered.gff3" "-o" "results/04_COUNTS/counts.tsv" "results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam" "results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam" "results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam" "results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam" "results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam" "results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam	results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam	results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam	results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam	results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam	results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam
IODOLM_03524	contig_1	3705723	3706280	+	558	78	2698	1389	7465	3268	14799
IODOLM_03525	contig_1	3706284	3707534	-	1251	99	2173	1121	919	879	2006
IODOLM_03526	contig_1	3707633	3708682	+	1050	24	501	299	393	332	873
IODOLM_03527	contig_1	3708737	3709324	+	588	17	441	307	494	447	1076
IODOLM_03528	contig_1	3709435	3711009	+	1575	0	40	46	87	75	188
IODOLM_03529	contig_1	3711009	3711953	+	945	0	34	20	54	32	92
IODOLM_03530	contig_1	3711950	3712783	+	834	1	45	36	37	38	87
IODOLM_03531	contig_1	3712783	3713547	+	765	1	53	35	57	41	123
IODOLM_03532	contig_1	3713544	3714350	+	807	4	41	37	51	33	125
IODOLM_03533	contig_1	3714356	3714757	+	402	2	230	123	83	92	245
IODOLM_03534	contig_1	3714960	3719195	+	4236	20	429	264	460	379	807
IODOLM_03535	contig_1	3719167	3719550	+	384	1	11	12	6	4	8
IODOLM_03536	contig_1	3719655	3719900	+	246	0	6	7	3	2	10
IODOLM_03537	contig_1	3720146	3721282	+	1137	1	38	25	34	33	81
IODOLM_03538	contig_1	3721447	3722571	-	1125	4	141	86	187	160	516
IODOLM_03539	contig_1	3722571	3725306	-	2736	14	418	288	620	525	1707
IODOLM_03540	contig_1	3725303	3726370	-	1068	59	938	504	1322	1246	3795
IODOLM_03541	contig_1	3726736	3728358	-	1623	4	78	60	118	110	256
IODOLM_03542	contig_1	3728620	3728991	-	372	0	15	6	5	3	18
IODOLM_03543	contig_1	3728988	3730226	-	1239	2	22	18	35	26	84
IODOLM_03544	contig_1	3730609	3731661	+	1053	4	70	52	256	232	442
IODOLM_03545	contig_1	3731976	3733178	-	1203	17	495	335	722	622	1744
IODOLM_03546	contig_1	3733410	3734909	+	1500	307	7787	5092	2804	2532	5113
IODOLM_03547	contig_1	3735153	3735488	-	336	88	3083	1457	1601	1594	3857
IODOLM_03548	contig_1	3735879	3736313	+	435	111	2229	1608	5551	5390	11911
IODOLM_03549	contig_1	3736630	3738099	+	1470	46	1259	822	972	995	2523
IODOLM_03550	contig_1	3738148	3738900	-	753	21	492	214	541	544	1399
IODOLM_03551	contig_1	3738908	3740950	-	2043	120	3872	2238	5335	5035	11954
IODOLM_03552	contig_1	3741153	3741995	+	843	23	1550	997	1042	954	2203
IODOLM_03553	contig_1	3742067	3743419	+	1353	112	4301	2498	1566	1403	3541
IODOLM_03554	contig_1	3743584	3743757	+	174	10	306	200	252	226	460
IODOLM_03555	contig_1	3744296	3744649	+	354	6	95	55	51	54	114
IODOLM_03556	contig_1	3744703	3745992	+	1290	2	171	97	93	68	196
IODOLM_03557	contig_1	3746005	3746430	+	426	3	55	46	40	25	83
IODOLM_03558	contig_1	3747059	3747841	+	783	2	16	7	49	24	80
IODOLM_03559	contig_1	3747950	3748930	-	981	46	1207	665	823	688	1817
IODOLM_03560	contig_1	3749729	3750295	+	567	39	1303	805	2448	1856	3931
IODOLM_03561	contig_1	3750451	3750981	+	531	0	34	25	224	159	497
IODOLM_03562	contig_1	3751023	3751598	-	576	1	64	60	127	93	215
IODOLM_03563	contig_1	3751734	3752072	-	339	44	1153	1183	1148	834	1582
IODOLM_03564	contig_1	3752176	3752508	-	333	73	2155	2049	1942	1471	2723
IODOLM_03565	contig_1	3752763	3753335	+	573	19	880	791	385	317	600
IODOLM_03566	contig_1	3754134	3754661	+	528	58	1358	926	1130	733	1694
IODOLM_03567	contig_1	3754662	3754940	-	279	0	5	0	7	8	15
IODOLM_03568	contig_1	3755000	3756157	+	1158	3	214	194	414	286	684
IODOLM_03569	contig_1	3756182	3759295	+	3114	21	879	741	792	567	1300
IODOLM_03570	contig_1	3759658	3760386	-	729	10	346	244	4113	3448	8411
IODOLM_03571	contig_1	3760754	3761578	-	825	28	708	442	3033	2568	8425
IODOLM_03572	contig_1	3761948	3763348	-	1401	38	2175	2070	2127	1705	3182
IODOLM_03573	contig_1	3763559	3764956	-	1398	7	113	55	112	103	312
IODOLM_03574	contig_1	3765360	3767009	+	1650	34	1326	656	966	727	1884
IODOLM_03575	contig_1	3767060	3767662	-	603	3	106	66	222	193	425
IODOLM_03576	contig_1	3768110	3769081	+	972	3	73	55	96	115	242
IODOLM_03577	contig_1	3769130	3770143	+	1014	23	837	479	754	640	1513
IODOLM_03578	contig_1	3770554	3771876	+	1323	27	927	546	764	687	1753
IODOLM_03579	contig_1	3772058	3774118	-	2061	57	1444	733	1231	969	2501
IODOLM_03580	contig_1	3774188	3774955	-	768	3	28	17	37	30	80
IODOLM_03581	contig_1	3775187	3776116	+	930	37	1003	613	934	792	1875
IODOLM_03582	contig_1	3776212	3777708	-	1497	65	1758	1024	1013	929	2254
IODOLM_03583	contig_1	3777929	3779215	-	1287	28	1033	621	1637	2460	3487
IODOLM_03584	contig_1	3779398	3781347	-	1950	50	1577	923	528	434	1097
IODOLM_03585	contig_1	3781468	3784941	-	3474	53	1213	644	1165	1018	2347
IODOLM_03586	contig_1	3784923	3786029	-	1107	6	92	67	152	142	379
IODOLM_03587	contig_1	3786036	3788339	-	2304	5	188	107	385	261	725
IODOLM_03588	contig_1	3788386	3791004	-	2619	5	216	124	361	320	772
IODOLM_03589	contig_1	3791001	3791729	-	729	5	117	54	186	182	453
IODOLM_03590	contig_1	3791765	3791953	-	189	24	230	107	202	248	545
IODOLM_03591	contig_1	3792238	3793797	+	1560	39	1429	882	1850	1631	4045
IODOLM_03592	contig_1	3793794	3793985	+	192	1	38	27	68	67	151
IODOLM_03593	contig_1	3793982	3795661	+	1680	33	1115	751	713	748	1597
IODOLM_03594	contig_1	3795748	3795855	-	108	10	111	47	62	46	106
IODOLM_03595	contig_1	3796331	3797602	+	1272	5	374	242	313	335	748
IODOLM_03596	contig_1	3797632	3798636	-	1005	30	761	468	775	860	1539
IODOLM_03597	contig_1	3798633	3799616	-	984	33	864	488	758	675	1486
IODOLM_03598	contig_1	3799627	3800529	-	903	20	504	316	517	523	1113
IODOLM_03599	contig_1	3800539	3801558	-	1020	22	815	448	653	680	1415
IODOLM_03600	contig_1	3801866	3803473	-	1608	456	10241	6209	8249	8344	16331
IODOLM_03601	contig_1	3804384	3806075	-	1692	134	2553	1707	1023	957	2142
IODOLM_03602	contig_1	3806399	3807607	-	1209	4	296	179	4372	3909	8890
IODOLM_03603	contig_1	3807836	3808534	-	699	17	397	169	759	676	2059
IODOLM_03604	contig_1	3808692	3809255	+	564	28	647	401	590	460	1019
IODOLM_03605	contig_1	3809252	3809692	+	441	9	250	157	214	178	437
IODOLM_03606	contig_1	3809661	3811994	-	2334	162	3651	2323	1146	1083	2429
IODOLM_03607	contig_1	3812147	3812806	+	660	1	51	20	64	66	210
IODOLM_03608	contig_1	3812910	3813884	+	975	73	3149	2032	1820	1701	3429
IODOLM_03609	contig_1	3813934	3814644	-	711	168	3544	2051	4546	4137	8847
IODOLM_03610	contig_1	3815078	3815368	+	291	76	2996	1757	1706	1369	2995
IODOLM_03611	contig_1	3815649	3815861	+	213	691	48332	26144	21656	19758	39239
IODOLM_03612	contig_1	3816048	3816200	-	153	0	3	2	1	1	3
IODOLM_03613	contig_1	3816280	3816801	+	522	6	297	158	136	141	328
IODOLM_03614	contig_1	3817284	3817649	+	366	3	181	68	61	53	162
IODOLM_03615	contig_1	3817928	3819997	-	2070	740	22793	13564	8019	7812	15860
IODOLM_03616	contig_1	3820007	3820918	-	912	236	6594	3964	3382	3056	6789
IODOLM_03617	contig_1	3821013	3821312	-	300	1	15	11	140	107	312
IODOLM_03618	contig_1	3821487	3822482	+	996	6	205	94	104	94	249
IODOLM_03619	contig_1	3822524	3822961	-	438	0	44	24	75	86	188
IODOLM_03620	contig_1	3823007	3823348	-	342	0	7	1	18	23	46
IODOLM_03621	contig_1	3823517	3824971	-	1455	26	410	214	136	130	350
IODOLM_03622	contig_1	3825043	3826365	-	1323	23	1187	634	238	261	566
IODOLM_03623	contig_1	3826731	3827723	+	993	0	20	16	34	29	82
IODOLM_03624	contig_1	3827801	3829342	+	1542	2	58	22	36	35	107
IODOLM_03625	contig_1	3829320	3830501	+	1182	6	127	60	105	98	207
IODOLM_03626	contig_1	3830579	3831757	+	1179	8	448	246	238	179	452
IODOLM_03627	contig_1	3831953	3832777	-	825	157	4553	2614	2102	2075	4332
IODOLM_03628	contig_1	3833097	3835127	+	2031	8	252	153	127	131	302
IODOLM_03629	contig_1	3835305	3836558	+	1254	133	3127	1657	1730	1708	3433
IODOLM_03630	contig_1	3836709	3837182	-	474	5	206	125	233	222	458
IODOLM_03631	contig_1	3837284	3838132	-	849	23	593	415	663	578	1257
IODOLM_03632	contig_1	3838333	3839331	+	999	4	24	18	25	19	52
IODOLM_03633	contig_1	3839343	3839810	+	468	0	1	1	5	4	5
IODOLM_03634	contig_1	3839928	3840401	+	474	0	4	2	2	3	5
IODOLM_03635	contig_1	3840404	3841681	+	1278	1	8	2	9	13	21
IODOLM_03636	contig_1	3841694	3842680	+	987	0	11	4	12	11	21
IODOLM_03637	contig_1	3842684	3844180	+	1497	3	56	24	49	49	107
IODOLM_03638	contig_1	3844177	3844839	+	663	1	14	9	14	8	41
IODOLM_03639	contig_1	3844832	3845692	+	861	2	22	13	24	15	47
IODOLM_03640	contig_1	3845686	3846381	+	696	1	68	29	62	49	111
IODOLM_03641	contig_1	3846728	3847468	-	741	2	71	32	48	61	141
IODOLM_03642	contig_1	3847592	3848566	+	975	8	190	112	255	248	622
IODOLM_03643	contig_1	3848563	3849699	-	1137	5	39	22	61	44	146
IODOLM_03644	contig_1	3849705	3850028	-	324	0	3	3	6	7	26
IODOLM_03645	contig_1	3850142	3850354	+	213	1	6	4	19	6	31
IODOLM_03646	contig_1	3850573	3852111	-	1539	20	719	387	346	375	670
IODOLM_03647	contig_1	3852276	3853427	-	1152	0	5	5	31	19	67
IODOLM_03648	contig_1	3853617	3855461	-	1845	74	1662	1034	1089	1003	2480
IODOLM_03649	contig_1	3855458	3856849	-	1392	45	1313	792	640	653	1497
IODOLM_03650	contig_1	3856947	3857555	-	609	12	286	162	442	377	965
IODOLM_03651	contig_1	3857783	3861916	+	4134	18	393	205	382	361	848
IODOLM_03652	contig_1	3861937	3862779	+	843	9	129	72	82	97	254
IODOLM_03653	contig_1	3862827	3863522	+	696	1	108	60	54	65	167
IODOLM_03654	contig_1	3863777	3864238	+	462	0	22	20	26	26	96
IODOLM_03655	contig_1	3865843	3866979	-	1137	7	87	43	99	57	225
IODOLM_03656	contig_1	3866982	3867344	-	363	2	34	20	48	53	93
IODOLM_03657	contig_1	3867881	3869794	+	1914	72	2224	1275	1766	2502	3143
IODOLM_03658	contig_1	3870024	3871172	+	1149	45	1388	904	960	929	2093
IODOLM_03659	contig_1	3871172	3871759	+	588	11	320	215	321	262	628
IODOLM_03660	contig_1	3871771	3871980	-	210	155	3440	1666	725	709	1668
IODOLM_03661	contig_1	3872265	3872627	+	363	18	1094	607	565	457	1091
IODOLM_03662	contig_1	3872999	3874654	+	1656	1	112	81	617	666	1510
IODOLM_03663	contig_1	3874654	3875430	+	777	2	122	47	366	396	850
IODOLM_03664	contig_1	3875427	3876617	+	1191	4	251	132	915	873	2044
IODOLM_03665	contig_1	3876815	3877288	+	474	4	111	89	93	82	174
IODOLM_03666	contig_1	3877341	3878162	-	822	158	4234	2442	2465	2177	5682
IODOLM_03667	contig_1	3878242	3879261	-	1020	148	3565	2144	3517	2928	7023
IODOLM_03668	contig_1	3879261	3879728	-	468	144	4795	2890	4295	4122	8773
IODOLM_03669	contig_1	3879791	3880042	-	252	36	2029	1224	1879	1719	3822
IODOLM_03670	contig_1	3880184	3880615	-	432	83	2772	1674	2094	1920	4039
IODOLM_03671	contig_1	3880860	3882404	+	1545	310	15360	9107	5675	4927	10090
IODOLM_03672	contig_1	3882438	3883697	+	1260	85	2015	1184	646	545	1502
IODOLM_03673	contig_1	3883701	3884660	+	960	32	923	615	349	328	762
IODOLM_03674	contig_1	3884647	3885681	-	1035	7	69	36	301	271	746
IODOLM_03675	contig_1	3885920	3886945	-	1026	80	3072	1906	1964	1740	4018
IODOLM_03676	contig_1	3886955	3888151	-	1197	95	3421	2128	1914	1775	4055
IODOLM_03677	contig_1	3888426	3889298	-	873	41	1069	629	675	633	1424
IODOLM_03678	contig_1	3889587	3890519	+	933	121	4531	2726	2172	2006	4504
IODOLM_03679	contig_1	3890529	3891575	+	1047	132	2975	1966	1037	1010	2212
IODOLM_03680	contig_1	3891579	3892538	+	960	56	1448	920	455	437	1116
IODOLM_03681	contig_1	3892548	3893807	+	1260	54	1041	730	423	440	918
IODOLM_03682	contig_1	3893839	3894912	-	1074	6	197	176	821	822	1653
IODOLM_03683	contig_1	3894945	3895796	-	852	6	163	154	300	374	727
IODOLM_03684	contig_1	3895867	3896565	-	699	5	195	113	412	479	898
IODOLM_03685	contig_1	3896583	3897599	-	1017	24	499	309	588	695	1374
IODOLM_03686	contig_1	3897639	3898658	-	1020	63	945	609	694	760	1650
IODOLM_03687	contig_1	3898658	3899737	-	1080	108	2011	1357	841	864	1777
IODOLM_03688	contig_1	3899781	3900716	-	936	119	1341	1186	446	550	954
IODOLM_03689	contig_1	3900753	3901550	-	798	91	2112	1438	587	606	1343
IODOLM_03690	contig_1	3901543	3902667	-	1125	175	3564	2571	1054	1061	2168
IODOLM_03691	contig_1	3902664	3903734	-	1071	153	4724	3107	1651	1719	3542
IODOLM_03692	contig_1	3904140	3905417	+	1278	28	821	480	671	571	1438
IODOLM_03693	contig_1	3905425	3905904	+	480	15	624	306	397	372	812
IODOLM_03694	contig_1	3905943	3906752	-	810	12	244	148	415	441	1090
IODOLM_03695	contig_1	3906850	3907017	-	168	90	2807	1679	4218	3828	8312
IODOLM_03696	contig_1	3907038	3907274	-	237	364	12565	7875	18624	16161	37133
IODOLM_03697	contig_1	3907491	3908159	-	669	25	869	481	1041	1020	2038
IODOLM_03698	contig_1	3908331	3909551	+	1221	37	1927	1132	604	565	1318
IODOLM_03699	contig_1	3909529	3909987	+	459	27	936	593	441	437	904
IODOLM_03700	contig_1	3910094	3910690	+	597	12	649	367	517	526	1115
IODOLM_03701	contig_1	3910727	3911368	-	642	23	359	184	132	132	251
IODOLM_03702	contig_1	3911434	3912150	-	717	43	957	519	820	725	1575
IODOLM_03703	contig_1	3912277	3913140	+	864	172	5117	2817	1925	1905	3976
IODOLM_03704	contig_1	3913361	3914185	+	825	5	203	119	109	121	285
IODOLM_03705	contig_1	3914475	3915092	+	618	33	1981	1068	188	239	595
IODOLM_03706	contig_1	3915089	3916771	-	1683	14	254	153	128	135	298
IODOLM_03707	contig_1	3917029	3917652	+	624	220	4420	2542	3127	2857	7630
IODOLM_03708	contig_1	3917707	3917982	+	276	188	3985	2405	2009	2044	5013
IODOLM_03709	contig_1	3918001	3920115	+	2115	284	7934	5102	5375	4657	10957
IODOLM_03710	contig_1	3920122	3920811	+	690	35	1203	803	643	622	1273
IODOLM_03711	contig_1	3920817	3922898	+	2082	96	3079	2108	1323	1297	2812
IODOLM_03712	contig_1	3923067	3924272	-	1206	76	1715	989	1453	1372	3249
IODOLM_03713	contig_1	3924552	3925943	+	1392	8	566	579	1687	1629	3051
IODOLM_03714	contig_1	3926064	3927773	+	1710	96	3045	1743	1233	1136	2612
IODOLM_03715	contig_1	3927826	3930144	-	2319	13	458	296	220	211	557
IODOLM_03716	contig_1	3930154	3931536	-	1383	5	62	30	28	34	111
IODOLM_03717	contig_1	3932560	3933744	+	1185	1	16	6	29	19	85
IODOLM_03718	contig_1	3933855	3934778	+	924	23	485	305	289	202	465
IODOLM_03719	contig_1	3934782	3935600	-	819	38	815	431	1186	1021	2904
IODOLM_03720	contig_1	3935822	3936115	+	294	1	36	13	468	400	1095
IODOLM_03721	contig_1	3936156	3937394	-	1239	15	452	239	626	629	1485
IODOLM_03722	contig_1	3937557	3938009	-	453	1	321	196	183	149	359
IODOLM_03723	contig_1	3938062	3939396	-	1335	2	73	42	45	38	102
IODOLM_03724	contig_1	3939571	3941337	+	1767	2	200	154	425	385	888
IODOLM_03725	contig_1	3941383	3942774	-	1392	12	204	118	539	858	983
IODOLM_03726	contig_1	3942912	3944231	-	1320	4	194	128	272	246	657
IODOLM_03727	contig_1	3944241	3945743	-	1503	18	626	381	929	894	2140
IODOLM_03728	contig_1	3945743	3946333	-	591	31	714	415	932	1033	2281
IODOLM_03729	contig_1	3946409	3946699	-	291	3	98	50	276	262	596
IODOLM_03730	contig_1	3946703	3948391	-	1689	22	635	400	2593	2562	5407
IODOLM_03731	contig_1	3949160	3949249	+	90	22	580	307	327	273	614
IODOLM_03732	contig_1	3949529	3950713	+	1185	65	1928	1273	1555	1623	4330
IODOLM_03733	contig_1	3950721	3951218	-	498	18	248	120	120	128	224
IODOLM_03734	contig_1	3951215	3951577	-	363	9	188	98	83	57	162
IODOLM_03735	contig_1	3951567	3951914	-	348	11	413	216	171	158	306
IODOLM_03736	contig_1	3952022	3952471	+	450	5	120	47	122	94	198
IODOLM_03737	contig_1	3952518	3954011	-	1494	3	127	74	97	94	246
IODOLM_03738	contig_1	3954008	3955723	-	1716	0	32	21	37	33	105
IODOLM_03739	contig_1	3955890	3956783	+	894	1	36	24	37	57	131
IODOLM_03740	contig_1	3956780	3956956	-	177	1	12	6	14	7	28
IODOLM_03741	contig_1	3956956	3957594	-	639	3	76	43	80	48	143
IODOLM_03742	contig_1	3957594	3958079	-	486	1	15	4	6	6	18
IODOLM_03743	contig_1	3958104	3959210	-	1107	1	15	9	16	25	30
IODOLM_03744	contig_1	3959506	3960222	+	717	1	69	30	36	40	73
IODOLM_03745	contig_1	3960219	3961880	-	1662	33	955	535	859	851	1991
IODOLM_03746	contig_1	3962076	3962504	-	429	19	785	468	6321	6967	16135
IODOLM_03747	contig_1	3962616	3963029	-	414	9	688	365	7562	7878	17730
IODOLM_03748	contig_1	3963407	3963667	+	261	50	1089	606	2241	2020	4428
IODOLM_03749	contig_1	3963669	3964883	-	1215	26	822	546	375	378	789
IODOLM_03750	contig_1	3964984	3966048	+	1065	1	94	62	90	77	238
IODOLM_03751	contig_1	3966045	3967337	-	1293	2	87	67	67	74	145
IODOLM_03752	contig_1	3967457	3968605	-	1149	7	266	166	130	116	268
IODOLM_03753	contig_1	3968602	3969219	-	618	9	140	79	50	51	120
IODOLM_03754	contig_1	3969203	3970081	-	879	20	383	242	137	128	324
IODOLM_03755	contig_1	3970078	3970767	-	690	10	506	284	224	213	538
IODOLM_03756	contig_1	3971045	3971701	+	657	5	175	83	111	84	207
IODOLM_03757	contig_1	3971747	3972559	-	813	84	2702	1600	951	813	1906
IODOLM_03758	contig_1	3972674	3973072	-	399	5	122	81	159	161	337
IODOLM_03759	contig_1	3973312	3975726	-	2415	602	14475	8835	10588	9959	23634
IODOLM_03760	contig_1	3975755	3976828	-	1074	53	1214	768	1831	1696	4067
IODOLM_03761	contig_1	3976828	3977928	-	1101	270	5962	4031	6036	5385	12540
IODOLM_03762	contig_1	3977933	3979336	-	1404	445	8494	5395	10805	9400	23836
IODOLM_03763	contig_1	3979633	3979713	+	81	1	41	25	93	58	223
IODOLM_03764	contig_1	3979943	3980083	+	141	79	4230	2590	4603	4131	9065
IODOLM_03765	contig_1	3980133	3980459	+	327	28	1759	1400	3271	2883	6678
IODOLM_03766	contig_1	3980683	3982329	+	1647	312	13734	9725	13840	12985	28451
IODOLM_03767	contig_1	3982435	3983799	+	1365	67	2256	1352	1612	1401	3315
IODOLM_03768	contig_1	3984337	3985752	+	1416	3	89	39	47	35	98
IODOLM_03769	contig_1	3985843	3987090	+	1248	0	10	5	32	28	90
IODOLM_03770	contig_1	3987222	3988397	+	1176	1	121	55	65	61	169
IODOLM_03771	contig_1	3988372	3989331	+	960	6	228	113	162	145	330
IODOLM_03772	contig_1	3989488	3990237	+	750	17	260	171	1082	969	2151
IODOLM_03773	contig_1	3990259	3990825	+	567	26	579	327	1124	1045	2158
IODOLM_03774	contig_1	3990879	3992216	-	1338	66	2356	2071	2675	2918	5517
IODOLM_03775	contig_1	3992381	3993046	+	666	5	279	167	334	310	696
IODOLM_03776	contig_1	3993113	3993580	+	468	3	66	32	135	148	426
IODOLM_03777	contig_1	3993629	3994216	+	588	7	95	70	222	221	556
IODOLM_03778	contig_1	3994278	3995000	-	723	1	58	31	60	51	132
IODOLM_03779	contig_1	3995015	3996184	-	1170	3	26	12	61	61	176
IODOLM_03780	contig_1	3996211	3997827	-	1617	0	19	9	48	35	123
IODOLM_03781	contig_1	3997896	3999308	-	1413	0	15	10	26	12	60
IODOLM_03782	contig_1	3999327	4001204	-	1878	1	28	12	19	18	61
IODOLM_03783	contig_1	4001338	4002174	-	837	0	20	8	14	18	44
IODOLM_03784	contig_1	4002460	4003185	-	726	31	1272	767	1031	1081	2738
IODOLM_03785	contig_1	4003200	4003973	-	774	73	1916	1292	1934	2078	4944
IODOLM_03786	contig_1	4004156	4005046	-	891	36	1728	1076	973	980	2375
IODOLM_03787	contig_1	4005046	4006005	-	960	35	1379	795	722	735	1847
IODOLM_03788	contig_1	4006092	4007132	-	1041	46	2216	1286	1918	2295	5747
IODOLM_03789	contig_1	4007446	4009275	-	1830	315	8863	5851	4365	4143	8959
IODOLM_03790	contig_1	4009437	4010807	-	1371	289	6705	4004	2748	2575	5600
IODOLM_03791	contig_1	4011160	4011579	-	420	158	3017	1892	8364	7874	17106
IODOLM_03792	contig_1	4011600	4012982	-	1383	352	9241	6353	20868	19297	38568
IODOLM_03793	contig_1	4013009	4013872	-	864	313	5922	4213	10729	9391	20778
IODOLM_03794	contig_1	4013923	4015464	-	1542	576	17605	12335	25107	23487	45864
IODOLM_03795	contig_1	4015477	4016010	-	534	234	5157	3728	5856	5878	11199
IODOLM_03796	contig_1	4016025	4016495	-	471	357	5963	4132	7614	7196	14857
IODOLM_03797	contig_1	4016557	4016796	-	240	200	4715	3217	4793	4673	9647
IODOLM_03798	contig_1	4016843	4017658	-	816	426	9831	6115	12233	11195	24419
IODOLM_03799	contig_1	4017667	4018047	-	381	78	1980	1170	1622	1444	3297
IODOLM_03800	contig_1	4018664	4019287	-	624	37	1155	677	676	703	1515
IODOLM_03801	contig_1	4019351	4021240	-	1890	241	7333	4802	3522	3439	8294
IODOLM_03802	contig_1	4021619	4022062	-	444	119	3002	1688	1877	1510	3305
IODOLM_03803	contig_1	4022152	4022610	-	459	0	67	42	209	162	457
IODOLM_03804	contig_1	4022762	4023754	+	993	2259	84168	43413	2552	3217	4939
IODOLM_03805	contig_1	4023759	4025210	-	1452	22	701	417	657	512	1247
IODOLM_03806	contig_1	4025204	4026700	-	1497	16	550	406	504	493	1053
IODOLM_03807	contig_1	4026923	4028791	+	1869	66	1534	936	1188	1131	2530
IODOLM_03808	contig_1	4028958	4029377	+	420	364	6863	3770	666	1142	1017
IODOLM_03809	contig_1	4029385	4030890	+	1506	147	3492	2501	555	1098	863
IODOLM_03810	contig_1	4030895	4031860	+	966	29	658	463	431	394	825
IODOLM_03811	contig_1	4031885	4032775	+	891	78	1754	1030	1394	1294	3144
IODOLM_03812	contig_1	4032901	4033830	+	930	15	337	194	454	367	1023
IODOLM_03813	contig_1	4033834	4034772	+	939	5	116	54	107	121	281
IODOLM_03814	contig_1	4034606	4035511	-	906	64	1579	867	803	674	1708
IODOLM_03815	contig_1	4035469	4035834	-	366	45	959	556	527	473	1112
IODOLM_03816	contig_1	4035845	4036162	+	318	3	39	17	51	45	123
IODOLM_03817	contig_1	4036128	4037555	-	1428	15	527	342	422	340	903
IODOLM_03818	contig_1	4037578	4038270	-	693	26	872	476	928	772	1765
IODOLM_03819	contig_1	4039938	4040192	+	255	68405	1773	2270	3141	176	587
IODOLM_03820	contig_1	4044071	4044910	-	840	63	1501	809	643	580	1236
IODOLM_03821	contig_1	4045029	4045367	+	339	52	1739	746	891	810	2128
IODOLM_03822	contig_1	4045392	4046912	-	1521	5	144	87	115	87	239
IODOLM_03823	contig_1	4047067	4047156	+	90	0	9	0	2	9	14
IODOLM_03824	contig_1	4047450	4047500	+	51	3	53	27	70	52	184
IODOLM_03825	contig_1	4047503	4048486	+	984	97	2107	1227	3213	3053	9542
IODOLM_03826	contig_1	4048611	4049147	+	537	8	235	131	798	713	2504
IODOLM_03827	contig_1	4049144	4049407	+	264	2	29	23	314	312	1179
IODOLM_03828	contig_1	4049427	4050356	+	930	44	2037	1341	5463	5480	16247
IODOLM_03829	contig_1	4050421	4052271	+	1851	154	4911	3033	3179	3165	10105
IODOLM_03830	contig_1	4052274	4053818	+	1545	133	3391	2031	2007	2026	6469
IODOLM_03831	contig_1	4053870	4054763	-	894	26	744	391	281	225	571
IODOLM_03832	contig_1	4054913	4056388	+	1476	41	934	521	3358	3826	4081
IODOLM_03833	contig_1	4056475	4056756	-	282	18	586	323	445	390	750
IODOLM_03834	contig_1	4057185	4057403	-	219	6	225	133	171	159	374
IODOLM_03835	contig_1	4057620	4059641	+	2022	92	2577	1614	848	754	1880
IODOLM_03836	contig_1	4059688	4061172	-	1485	362	9148	6058	3570	3364	7341
IODOLM_03837	contig_1	4061308	4062573	-	1266	403	11842	7307	5414	5164	11281
IODOLM_03838	contig_1	4062704	4063033	+	330	439	10617	5049	5773	5368	11767
IODOLM_03839	contig_1	4063360	4064619	+	1260	694	29178	18680	37593	33788	72105
IODOLM_03840	contig_1	4064629	4064847	+	219	10	290	174	428	372	774
IODOLM_03841	contig_1	4064859	4065962	+	1104	112	2756	1664	2641	2346	5041
IODOLM_03842	contig_1	4065974	4067020	+	1047	92	2833	1866	2291	2068	4887
IODOLM_03843	contig_1	4067076	4068206	+	1131	113	2108	1340	2487	2337	5231
IODOLM_03844	contig_1	4068203	4069465	+	1263	113	2498	1814	2998	2719	6219
IODOLM_03845	contig_1	4069465	4070532	+	1068	74	1322	874	2387	1990	4954
IODOLM_03846	contig_1	4070551	4071432	+	882	43	988	680	1786	1609	3824
IODOLM_03847	contig_1	4071410	4072084	+	675	18	403	278	1036	931	2133
IODOLM_03848	contig_1	4072089	4073219	+	1131	39	800	462	1850	1714	3852
IODOLM_03849	contig_1	4073221	4074471	+	1251	33	845	465	1159	1039	2328
IODOLM_03850	contig_1	4074468	4075547	+	1080	29	778	474	901	754	1723
IODOLM_03851	contig_1	4075544	4076896	+	1353	18	556	330	517	438	895
IODOLM_03852	contig_1	4076899	4077639	+	741	18	347	210	459	376	801
IODOLM_03853	contig_1	4077830	4079215	+	1386	49	1110	645	932	822	1692
IODOLM_03854	contig_1	4079901	4081136	+	1236	4	69	38	90	90	204
IODOLM_03855	contig_1	4081295	4082950	-	1656	4	111	72	128	115	264
