locus_tag	Gene	Product	COG_category	KEGG_Pathway
IODOLM_03437		Tryptophan--tRNA ligase	J	ko00970,map00970
IODOLM_03440		DNA adenine methylase	L	ko03430,map03430
IODOLM_03442		3-dehydroquinate synthase	E	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230
IODOLM_03443		Shikimate kinase	F	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230
IODOLM_03448	hofM	DNA utilization protein HofM	NU	-
IODOLM_03449		Penicillin-binding protein 1A	M	ko00550,ko01100,ko01501,map00550,map01100,map01501
IODOLM_03451	igaA	intracellular growth attenuator protein IgaA	S	-
IODOLM_03452		GMP/IMP nucleotidase	S	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110
IODOLM_03453		Heat shock protein 15	J	-
IODOLM_03454		33 kDa chaperonin	O	-
IODOLM_03458	ompR	DNA-binding dual transcriptional regulator OmpR	K	ko02020,ko02026,map02020,map02026
IODOLM_03459	greB	Transcription elongation factor GreB	K	-
IODOLM_03460		Transcription accessory protein	K	-
IODOLM_03462		Ferrous iron transport protein B	P	-
IODOLM_03463	feoC	putative [Fe-S]-dependent transcriptional repressor FeoC	K	-
IODOLM_03464		Transposase (putative) YhgA-like domain-containing protein	S	-
IODOLM_03465		Pimeloyl-[acyl-carrier protein] methyl ester esterase	S	ko00780,ko01100,map00780,map01100
IODOLM_03466	yhgH	DNA utilization protein YhgH	S	-
IODOLM_03468		High-affinity gluconate transporter	P	-
IODOLM_03469		4-alpha-glucanotransferase	G	ko00500,ko01100,map00500,map01100
IODOLM_03470		Maltodextrin phosphorylase	G	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931
IODOLM_03471	malT	HTH-type transcriptional regulator MalT	K	-
IODOLM_03472		RNA 3'-terminal phosphate cyclase	A	-
IODOLM_03473	rtcB	RNA-splicing ligase RtcB	S	-
IODOLM_03475		DeoR/GlpR family transcriptional regulator	K	-
IODOLM_03476		Rhomboid protease GlpG-like protein	S	-
IODOLM_03478		Aerobic glycerol-3-phosphate dehydrogenase	C	ko00564,ko01110,map00564,map01110
IODOLM_03480		Alpha-1,4 glucan phosphorylase	G	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931
IODOLM_03481		Glycogen synthase	F	ko00500,ko01100,ko01110,ko02026,map00500,map01100,map01110,map02026
IODOLM_03482		Glucose-1-phosphate adenylyltransferase	F	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026
IODOLM_03483		Glycogen debranching enzyme	G	ko00500,ko01100,ko01110,map00500,map01100,map01110
IODOLM_03484	glgB	1,4-alpha-glucan branching enzyme GlgB	G	ko00500,ko01100,ko01110,map00500,map01100,map01110
IODOLM_03485		Aspartate-semialdehyde dehydrogenase	E	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230
IODOLM_03487		Low-affinity gluconate transporter	P	-
IODOLM_03492	aaaT	L-amino acid N-acetyltransferase AaaT	M	-
IODOLM_03495	tnp	IS1 family IS1A transposase ORF A	L	-
IODOLM_03496		IS1 transposase	L	-
IODOLM_03498	yrhB	Uncharacterized protein YrhB	S	-
IODOLM_03499		Glutathione hydrolase proenzyme	M	ko00430,ko00460,ko00480,ko01100,map00430,map00460,map00480,map01100
IODOLM_03500	yhhA	Uncharacterized protein YhhA	S	-
IODOLM_03501		Glycerophosphoryl diester phosphodiesterase	C	ko00564,map00564
IODOLM_03502	ugpC	sn-glycerol 3-phosphate ABC transporter ATP binding protein UgpC	P	ko02010,map02010
IODOLM_03503	ugpE	sn-glycerol-3-phosphate transport system permease protein UgpE	G	ko02010,map02010
IODOLM_03504	ugpA	sn-glycerol-3-phosphate transport system permease protein UgpA	G	ko02010,map02010
IODOLM_03505	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	P	ko02010,map02010
IODOLM_03506	braG	High-affinity branched-chain amino acid transport ATP-binding protein BraG	P	ko02010,ko02024,map02010,map02024
IODOLM_03508	livM	branched chain amino acid ABC transporter permease LivM	P	ko02010,ko02024,map02010,map02024
IODOLM_03509	livH	High-affinity branched-chain amino acid transport system permease protein LivH	E	ko02010,ko02024,map02010,map02024
IODOLM_03510	livK	high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK	E	ko02010,ko02024,map02010,map02024
IODOLM_03511	panD	PanD regulatory factor	K	-
IODOLM_03512	livJ	branched chain amino acid ABC transporter substrate-binding protein LivJ	E	ko02010,ko02024,map02010,map02024
IODOLM_03514	ftsX	Cell division protein FtsX	D	ko02010,map02010
IODOLM_03515	ftsE	Cell division ATP-binding protein FtsE	D	ko02010,map02010
IODOLM_03516		Cell division protein	D	ko02024,ko03060,ko03070,map02024,map03060,map03070
IODOLM_03517		Ribosomal RNA small subunit methyltransferase D	J	-
IODOLM_03519		DUF2500 domain-containing protein	S	-
IODOLM_03520	yhhN	YhhN family protein	S	-
IODOLM_03521		Zinc/cadmium/lead-transporting P-type ATPase	P	-
IODOLM_03522	tusA	Sulfur carrier protein TusA	J	ko04122,map04122
IODOLM_03523		putative queuosine precursor transporter	U	-
IODOLM_03524	dcrB	phage sensitivity protein DcrB	S	-
IODOLM_03525	yhhS	Uncharacterized MFS-type transporter YhhS	EGP	-
IODOLM_03527	acpT	4'-phosphopantetheinyl transferase AcpT	H	ko00770,map00770
IODOLM_03528		Nickel-binding periplasmic protein	E	ko02010,ko02024,map02010,map02024
IODOLM_03538		Transport permease protein	V	-
IODOLM_03539	rbbA	ribosome-associated ATPase/putative transporter RbbA	V	-
IODOLM_03540		Membrane fusion protein biotin-lipoyl like domain-containing protein	M	-
IODOLM_03541	yhiJ	Uncharacterized protein YhiJ	S	-
IODOLM_03544	yhiM	Inner membrane protein YhiM	S	-
IODOLM_03545		BaiN-like insert domain-containing protein	S	-
IODOLM_03546		Phosphate transporter	P	-
IODOLM_03547		Universal stress protein B	S	-
IODOLM_03548		Universal stress A-like protein	T	-
IODOLM_03550		Ribosomal RNA small subunit methyltransferase J	J	-
IODOLM_03551		oligopeptidase A	E	-
IODOLM_03553		Glutathione reductase	C	ko00480,ko04918,map00480,map04918
IODOLM_03558		hypothetical protein	-	-
IODOLM_03560	slp	outer membrane lipoprotein Slp	M	-
IODOLM_03561	dctR	HTH-type transcriptional regulator DctR	K	-
IODOLM_03562	yhiD	Uncharacterized protein YhiD	S	-
IODOLM_03565	hdeD	acid-resistance protein HdeD	S	-
IODOLM_03566	gadE	acid resistance transcriptional activator GadE	K	-
IODOLM_03568	mdtE	Multidrug resistance protein mdtE	M	-
IODOLM_03570	gadW	acid resistance transcriptional activator GadW	K	-
IODOLM_03571	gadX	acid resistance transcriptional activator GadX	K	-
IODOLM_03575		HTH luxR-type domain-containing protein	K	-
IODOLM_03576	yhjC	Uncharacterized HTH-type transcriptional regulator YhjC	K	-
IODOLM_03582		Protein YhjJ, putative peptidase	S	-
IODOLM_03583	dctC	C4-dicarboxylate transporter DctC	C	ko02020,map02020
IODOLM_03584	pdeK	putative cyclic di-GMP phosphodiesterase PdeK	T	-
IODOLM_03586		Endoglucanase	G	-
IODOLM_03587		Cyclic di-GMP-binding protein	M	ko00500,ko01100,ko02026,map00500,map01100,map02026
IODOLM_03588		Cellulose synthase catalytic subunit [UDP-forming]	M	ko00500,ko01100,ko02026,map00500,map01100,map02026
IODOLM_03589	yhjQ	Cellulose synthase operon protein YhjQ	D	-
IODOLM_03591	bcsE	Cyclic di-GMP binding protein BcsE	S	-
IODOLM_03592	bcsF	Cellulose biosynthesis protein BcsF	S	-
IODOLM_03598	dppC	Dipeptide transport system permease protein DppC	EP	ko02010,map02010
IODOLM_03601		Kdo(2)-lipid A phosphoethanolamine 7''-transferase	S	ko00540,ko01503,map00540,map01503
IODOLM_03602		Transporter	P	-
IODOLM_03603	yhjY	Uncharacterized protein YhjY	N	-
IODOLM_03606	bisC	biotin sulfoxide reductase	C	ko00450,ko00780,ko00920,ko01100,ko02020,map00450,map00780,map00920,map01100,map02020
IODOLM_03607	yiaD	putative lipoprotein YiaD	M	-
IODOLM_03608		2-ketogluconate reductase (2-ketoaldonate reductase)	CH	ko00030,ko00260,ko00480,ko00620,ko00630,ko01100,ko01110,ko01120,map00030,map00260,map00480,map00620,map00630,map01100,map01110,map01120
IODOLM_03609	yiaF	Uncharacterized protein YiaF	S	-
IODOLM_03610		HTH cro/C1-type domain-containing protein	K	-
IODOLM_03613	tnp	IS3 family IS150 transposase ORF A	L	-
IODOLM_03614		Integrase catalytic domain-containing protein	L	-
IODOLM_03615		Glycine--tRNA ligase beta subunit	J	ko00970,map00970
IODOLM_03616		Glycine--tRNA ligase alpha subunit	J	ko00970,map00970
IODOLM_03617	ysaB	Uncharacterized lipoprotein YsaB	S	-
IODOLM_03619		YiaAB two helix domain-containing protein	S	-
IODOLM_03620		Inner membrane protein	S	-
IODOLM_03621		Xylulose kinase	F	ko00040,ko01100,map00040,map01100
IODOLM_03622		Xylose isomerase	G	ko00040,ko00051,ko01100,map00040,map00051,map01100
IODOLM_03626	xylR	DNA-binding transcriptional regulator XylR	K	-
IODOLM_03627		Protein bax	S	-
IODOLM_03628		Periplasmic alpha-amylase	G	ko00500,ko01100,ko04973,map00500,map01100,map04973
IODOLM_03629		Valine--pyruvate aminotransferase	E	ko00290,ko01100,ko01110,ko01130,map00290,map01100,map01110,map01130
IODOLM_03630	hydN	Electron transport protein HydN	C	ko00633,ko00680,ko00720,ko01120,ko01200,map00633,map00680,map00720,map01120,map01200
IODOLM_03642	yiaU	Uncharacterized HTH-type transcriptional regulator YiaU	K	-
IODOLM_03646	aldB	aldehyde dehydrogenase AldB	C	ko00010,ko00620,ko01100,ko01110,ko01120,map00010,map00620,map01100,map01110,map01120
IODOLM_03647		Putative alcohol dehydrogenase	C	ko00010,ko00071,ko00350,ko00625,ko00626,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map01100,map01110,map01120,map01130,map01220
IODOLM_03648		Selenocysteine-specific elongation factor	J	-
IODOLM_03649		L-seryl-tRNA(Sec) selenium transferase	J	ko00450,ko00970,map00450,map00970
IODOLM_03650	yibF	Uncharacterized GST-like protein YibF	O	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418
IODOLM_03660		Cytoplasmic protein	S	-
IODOLM_03661	yibL	Uncharacterized protein YibL	S	-
IODOLM_03662		L-lactate permease	C	-
IODOLM_03663		Putative L-lactate dehydrogenase operon regulatory protein	K	-
IODOLM_03664	lldD	quinone-dependent L-lactate dehydrogenase	C	ko00620,ko01100,map00620,map01100
IODOLM_03666		Serine acetyltransferase	E	ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111
IODOLM_03671		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	F	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230
IODOLM_03672		hypothetical protein	D	-
IODOLM_03673		Putative divergent polysaccharide deacetylase	S	-
IODOLM_03674	waaH	UDP-glucuronate:LPS(HepIII) glycosyltransferase	S	-
IODOLM_03676		2-amino-3-ketobutyrate coenzyme A ligase	H	ko00260,map00260
IODOLM_03677	yibB	Protein YibB	S	-
IODOLM_03678		ADP-L-glycero-D-manno-heptose-6-epimerase	F	ko00540,ko01100,map00540,map01100
IODOLM_03679		Lipopolysaccharide heptosyltransferase 2	M	ko00540,ko01100,map00540,map01100
IODOLM_03680		Lipopolysaccharide heptosyltransferase 1	M	ko00540,ko01100,map00540,map01100
IODOLM_03681	waaL	O-antigen ligase	M	ko00540,ko01100,map00540,map01100
IODOLM_03682		Putative lipopolysaccharide heptosyltransferase 4	M	ko00540,ko01100,map00540,map01100
IODOLM_03683		putative 3-deoxy-manno-octulosonic acid transferase	J	ko00540,map00540
IODOLM_03684	waaY	Lipopolysaccharide core heptose(II) kinase WaaY	T	ko00540,ko01100,map00540,map01100
IODOLM_03685	rfaJ	lipopolysaccharide 1,2-glucosyltransferase RfaJ	M	ko00540,ko01100,map00540,map01100
IODOLM_03687		Lipopolysaccharide 1,6-galactosyltransferase	M	ko00540,ko01100,map00540,map01100
IODOLM_03688	rfaS	LPS core biosynthesis protein RfaS	M	-
IODOLM_03689		Lipopolysaccharide core heptose(I) kinase	F	ko00540,ko01100,map00540,map01100
IODOLM_03690	rfaG	lipopolysaccharide glucosyltransferase I	M	ko00540,ko01100,map00540,map01100
IODOLM_03691		Lipopolysaccharide heptosyltransferase 3	M	ko00540,ko01100,map00540,map01100
IODOLM_03694		Formamidopyrimidine-DNA glycosylase	L	ko03410,map03410
IODOLM_03695		Large ribosomal subunit protein bL33	J	ko03010,map03010
IODOLM_03696		Large ribosomal subunit protein bL28	J	ko03010,map03010
IODOLM_03697		UPF0758 protein EBL_c39110	E	-
IODOLM_03698		Coenzyme A biosynthesis bifunctional protein CoaBC	F	ko00770,ko01100,map00770,map01100
IODOLM_03699		Deoxyuridine 5'-triphosphate nucleotidohydrolase	F	ko00240,ko00983,ko01100,map00240,map00983,map01100
IODOLM_03701		Orotate phosphoribosyltransferase	F	ko00240,ko01100,map00240,map01100
IODOLM_03703	yicC	Endoribonuclease YicC	S	-
IODOLM_03705		Glycine transporter domain-containing protein	S	-
IODOLM_03706		DNA ligase B	L	ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430
IODOLM_03708		DNA-directed RNA polymerase subunit omega	K	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020
IODOLM_03709		Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	F	ko00230,map00230
IODOLM_03710		tRNA (guanosine(18)-2'-O)-methyltransferase	J	-
IODOLM_03711	recG	ATP-dependent DNA helicase RecG	L	ko03440,map03440
IODOLM_03713	xanP	xanthine/proton symporter XanP	F	-
IODOLM_03714	asmA	AsmA domain-containing protein	M	-
IODOLM_03715		Alpha-xylosidase	G	-
IODOLM_03717		Sugar efflux transporter B	P	-
IODOLM_03718	yicL	Uncharacterized inner membrane transporter YicL	EG	-
IODOLM_03719		Lipoprotein 28	M	ko02010,map02010
IODOLM_03720	yicS	Uncharacterized protein YicS	-	-
IODOLM_03721	nepI	Purine ribonucleoside efflux pump NepI	EGP	-
IODOLM_03724		Adenine deaminase	F	ko00230,ko01100,map00230,map01100
IODOLM_03725		Hexose-6-phosphate:phosphate antiporter	P	ko02020,map02020
IODOLM_03726	uhpC	MFS transporter family glucose-6-phosphate receptor UhpC	G	ko02020,map02020
IODOLM_03727	uhpB	Signal transduction histidine-protein kinase/phosphatase UhpB	T	ko02020,ko02024,map02020,map02024
IODOLM_03728	uhpA	Transcriptional regulatory protein UhpA	K	ko02020,ko02024,ko02025,ko02026,ko05111,map02020,map02024,map02025,map02026,map05111
IODOLM_03729		hypothetical protein	E	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03730		Acetolactate synthase	H	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03731	tisB	Small toxic protein TisB		
IODOLM_03733		Sulfur metabolism regulator	K	-
IODOLM_03734		DUF202 domain-containing protein	S	-
IODOLM_03735		DUF202 domain-containing protein	S	-
IODOLM_03746	ibpB	Small heat shock protein IbpB	O	-
IODOLM_03747	ibpA	Small heat shock protein IbpA	O	-
IODOLM_03748		hypothetical protein	S	-
IODOLM_03749		Putative Dipeptidyl aminopeptidases /acylaminoacyl-peptidase	U	-
IODOLM_03752		D-galactonate dehydratase	M	ko00052,ko01100,ko01120,map00052,map01100,map01120
IODOLM_03753	dgoA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	G	ko00052,ko01100,map00052,map01100
IODOLM_03754	dgoK	2-dehydro-3-deoxygalactonokinase	G	ko00052,ko01100,map00052,map01100
IODOLM_03755	dgoR	D-galactonate utilization transcriptional regulator DgoR	K	-
IODOLM_03757	yidA	Sugar phosphatase YidA	S	-
IODOLM_03758	yidB	Uncharacterized protein YidB	S	-
IODOLM_03760	recF	DNA replication and repair protein RecF	L	ko03440,map03440
IODOLM_03762	dnaA	Chromosomal replication initiator protein DnaA	L	ko02020,ko04112,map02020,map04112
IODOLM_03763	ysdD	Protein YsdD		
IODOLM_03764		Large ribosomal subunit protein bL34	J	ko03010,map03010
IODOLM_03765		Ribonuclease P protein component	J	-
IODOLM_03769		Aromatic amino acid permease	E	-
IODOLM_03772	yieE	Uncharacterized protein YieE	H	-
IODOLM_03773	yieF	class I chromate reductase YieF	S	-
IODOLM_03775		6-phosphogluconate phosphatase	S	-
IODOLM_03776	cbrB	Inner membrane protein CbrB	-	-
IODOLM_03777	cbrC	UPF0167 protein CbrC	S	-
IODOLM_03779	yieL	Uncharacterized protein YieL	P	-
IODOLM_03780	bglH	carbohydrate-specific porin BglH	M	-
IODOLM_03785	pstB	Phosphate import ATP-binding protein PstB	P	ko02010,map02010
IODOLM_03787	pstC	Phosphate transport system permease protein PstC	P	ko02010,map02010
IODOLM_03788	pstS	Phosphate-binding protein PstS	P	ko02010,ko02020,ko05152,map02010,map02020,map05152
IODOLM_03789		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	M	ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931
IODOLM_03790	glmU	Bifunctional protein GlmU	M	ko00520,ko01100,ko01130,map00520,map01100,map01130
IODOLM_03791		ATP synthase epsilon chain	C	ko00190,ko00195,ko01100,map00190,map00195,map01100
IODOLM_03792		ATP synthase subunit beta	F	ko00190,ko00195,ko01100,map00190,map00195,map01100
IODOLM_03793		ATP synthase gamma chain	C	ko00190,ko00195,ko01100,map00190,map00195,map01100
IODOLM_03794		ATP synthase subunit alpha	F	ko00190,ko00195,ko01100,map00190,map00195,map01100
IODOLM_03798		ATP synthase subunit a	C	ko00190,ko00195,ko01100,map00190,map00195,map01100
IODOLM_03800		Ribosomal RNA small subunit methyltransferase G	J	-
IODOLM_03801	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	D	-
IODOLM_03802	mioC	Protein MioC	C	-
IODOLM_03803	asnC	Regulatory protein AsnC	K	-
IODOLM_03804		Aspartate--ammonia ligase	F	ko00250,ko00460,ko01100,ko01110,ko01230,map00250,map00460,map01100,map01110,map01230
IODOLM_03808		D-ribose pyranase	G	ko02010,map02010
IODOLM_03809		Ribose ABC transport system	P	ko02010,map02010
IODOLM_03810	rbsC	Ribose transport system permease protein rbsC	G	ko02010,map02010
IODOLM_03812		Ribokinase	F	ko00030,map00030
IODOLM_03814	tnp	IS3 family IS2 transposase ORF B	L	-
IODOLM_03815	tnp	IS3 family IS2 transposase ORF A	L	-
IODOLM_03818	yieP	Uncharacterized HTH-type transcriptional regulator YieP	K	-
IODOLM_03820	hdfR	HTH-type transcriptional regulator HdfR	K	-
IODOLM_03821	maoP	macrodomain Ori organization protein MaoP	S	-
IODOLM_03824	ilvX	Uncharacterized protein IlvX		
IODOLM_03825		Acetolactate synthase isozyme 1 large subunit	H	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03826		Acetolactate synthase large subunit	H	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03827		Acetolactate synthase 2 small subunit	E	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03828		Branched-chain-amino-acid aminotransferase	E	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03831		DNA-binding transcriptional dual regulator	K	-
IODOLM_03832		Ketol-acid reductoisomerase (NADP(+))	EH	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03835		ATP-dependent DNA helicase Rep	L	ko03420,ko03430,map03420,map03430
IODOLM_03836		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	F	ko00230,map00230
IODOLM_03837	rhlB	ATP-dependent RNA helicase RhlB	JKL	ko03018,map03018
IODOLM_03838		Thioredoxin	O	ko04621,ko05418,map04621,map05418
IODOLM_03839		Transcription termination factor Rho	K	ko03018,map03018
IODOLM_03840		hypothetical protein	-	-
IODOLM_03843		UDP-N-acetylglucosamine 2-epimerase	M	ko00520,ko01100,ko05111,map00520,map01100,map05111
IODOLM_03844		NDP-N-acetyl-D-galactosaminuronic acid dehydrogenase	M	ko00520,ko05111,map00520,map05111
IODOLM_03845		dTDP-glucose 4,6-dehydratase	M	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130
IODOLM_03846		Glucose-1-phosphate thymidylyltransferase 1	H	ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130
IODOLM_03847		dTDP-fucosamine acetyltransferase	K	-
IODOLM_03848		dTDP-4-amino-4,6-dideoxygalactose transaminase	E	-
IODOLM_03849		Lipid III flippase	U	-
IODOLM_03850		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	C	-
IODOLM_03852		Lipopolysaccharide N-acetylmannosaminouronosyltransferase	M	-
IODOLM_03854	aslB	Anaerobic sulfatase-maturating enzyme-like protein AslB	C	-
IODOLM_03857		Uroporphyrinogen-III C-methyltransferase	H	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120
IODOLM_03858		Uroporphyrinogen-III synthase	H	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120
IODOLM_03859		Porphobilinogen deaminase	H	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120
IODOLM_03860		Adenylate cyclase	F	ko00230,ko02026,ko05111,map00230,map02026,map05111
IODOLM_03861	cyaY	Iron-sulfur cluster assembly protein CyaY	P	-
IODOLM_03862	lptM	LPS-assembly lipoprotein LptM	N	-
IODOLM_03863		Diaminopimelate epimerase	E	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230
IODOLM_03864		hypothetical protein	S	-
IODOLM_03865		hypothetical protein	S	-
IODOLM_03866	xerC	tyrosine recombinase XerC	D	-
IODOLM_03867	yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	S	ko00740,ko01100,ko01110,map00740,map01100,map01110
IODOLM_03868		DNA helicase II	L	ko03420,ko03430,map03420,map03430
IODOLM_03874	yigI	Medium/long-chain acyl-CoA thioesterase YigI	Q	-
IODOLM_03876	recQ	DNA helicase RecQ	L	ko03018,map03018
IODOLM_03877		Threonine efflux protein	E	-
IODOLM_03879		Lysophospholipase L2	I	ko00564,map00564
IODOLM_03880		HMP-PP hydrolase (Pyridoxal phosphatase) Cof, detected in genetic screen for thiamin metabolic genes (PMID:15292217)	S	-
IODOLM_03882	metR	HTH-type transcriptional regulator MetR	K	-
IODOLM_03883		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	E	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230
IODOLM_03884		Putative carboxymethylenebutenolidase	Q	ko00361,ko00364,ko00623,ko01100,ko01110,ko01120,ko01130,map00361,map00364,map00623,map01100,map01110,map01120,map01130
IODOLM_03885		Uridine phosphorylase	F	ko00240,ko00983,ko01100,map00240,map00983,map01100
IODOLM_03886	rmuC	DNA recombination protein RmuC	S	-
IODOLM_03887	ubiE	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	H	ko00130,ko01100,ko01110,map00130,map01100,map01110
IODOLM_03888	ubiJ	ubiquinone biosynthesis protein UbiJ	S	-
IODOLM_03889	ubiB	putative protein kinase UbiB	H	-
IODOLM_03890	tatA	Sec-independent protein translocase protein TatA	U	ko03060,ko03070,map03060,map03070
IODOLM_03891	tatB	Sec-independent protein translocase protein TatB	U	ko03060,ko03070,map03060,map03070
IODOLM_03892	tatC	Sec-independent protein translocase protein TatC	U	ko03060,ko03070,map03060,map03070
IODOLM_03893	tatD	3'-5' ssDNA/RNA exonuclease TatD	L	-
IODOLM_03894	rfaH	Transcription antitermination protein RfaH	K	-
IODOLM_03896		NAD(P)H-flavin reductase	C	ko00520,ko00740,ko00860,ko01100,ko02024,map00520,map00740,map00860,map01100,map02024
IODOLM_03898		Fatty acid oxidation complex subunit alpha	I	ko00071,ko00280,ko00281,ko00310,ko00362,ko00380,ko00410,ko00640,ko00650,ko00903,ko00930,ko01040,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00071,map00280,map00281,map00310,map00362,map00380,map00410,map00640,map00650,map00903,map00930,map01040,map01100,map01110,map01120,map01130,map01200,map01212
IODOLM_03899		Xaa-Pro dipeptidase	E	-
IODOLM_03900	yigZ	IMPACT family member YigZ	S	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523
IODOLM_03901	trkH	Trk system potassium uptake protein TrkH	P	-
IODOLM_03902		Protoporphyrinogen IX dehydrogenase [quinone]	H	ko00860,ko01100,ko01110,map00860,map01100,map01110
IODOLM_03904		Molybdopterin-guanine dinucleotide biosynthesis adapter protein	H	ko00790,ko01100,map00790,map01100
IODOLM_03905		Molybdenum cofactor guanylyltransferase	F	ko00790,ko01100,map00790,map01100
IODOLM_03906	yihD	Protein YihD	S	-
IODOLM_03907	srkA	stress response kinase SrkA	F	-
IODOLM_03908	dsbA	Thiol:disulfide interchange protein DsbA	O	ko01503,map01503
IODOLM_03909	yihF	Uncharacterized protein YihF	S	-
IODOLM_03912		DNA polymerase I	L	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440
IODOLM_03913	engB	putative GTP-binding protein EngB	D	-
IODOLM_03914		hypothetical protein	S	-
IODOLM_03915		Oxygen-independent coproporphyrinogen III oxidase	H	ko00860,ko01100,ko01110,map00860,map01100,map01110
IODOLM_03917	ntrC	DNA-binding transcriptional regulator NtrC	T	ko02020,map02020
IODOLM_03918	ntrB	Sensory histidine kinase/phosphatase NtrB	F	ko02020,map02020
IODOLM_03920	bipA	Large ribosomal subunit assembly factor BipA	T	-
IODOLM_03924	ompL	Porin OmpL	M	-
IODOLM_03928	tnp	IS1 family IS1A transposase ORF A	L	-
IODOLM_03934	yihV	sulfofructose kinase	F	ko00051,ko01100,ko01120,map00051,map01100,map01120
IODOLM_03937	yihY	UPF0761 membrane protein YihY	S	-
IODOLM_03938		D-aminoacyl-tRNA deacylase	J	-
IODOLM_03939	fabY	fatty acid biosynthesis protein FabY	K	-
IODOLM_03940		hypothetical protein		
IODOLM_03944		Formate dehydrogenase, cytochrome b556(fdo) subunit	C	ko00630,ko00680,ko01100,ko01120,ko01200,ko02020,map00630,map00680,map01100,map01120,map01200,map02020
